R1	Q1	R2	Q2
881345216	275411009	881350902	275405321
931780205	226277324	931786078	226271444
250617183	77342704	250627183	77332658
963792912	404445798	963802418	404436267
804795659	251990868	804810405	251976138
914836538	340617467	914849523	340604483
479688273	131339707	479694343	131333628
584078579	22227999	584134884	22171733
550222440	144473650	550231319	144464802
975012140	142716866	975017280	142711714
883886958	106274548	883893965	106267540
258774842	68901779	258778797	68897876
935854144	190523137	935860075	190517204
879184876	230488007	879194493	230478308
265322497	65853328	265327057	65848737
880037993	212771266	880047699	212761568
242237012	30164940	242240334	30161625
266417534	64733510	266435011	64716035
241153517	59542710	241157791	59538435
858118823	199156854	858139955	199135722
479079706	131899019	479088216	131890513
263792625	39134722	263804910	39122437
588959568	173520600	588965517	173514666
36758606	13971390	36777705	13952289
244867938	40419917	244874446	40413395
25246013	114272533	25250816	114267730
94400776	62130992	94407544	62124207
933722198	206512206	933725395	206508998
680081950	143466623	680087534	143461044
24600312	114901767	24604876	114897233
588191693	206635863	588209155	206618403
822402899	202348502	822405863	202345543
30367080	89423258	30372292	89418045
475543085	31468106	475546763	31464432
265074630	66110400	265088474	66096593
94423059	62098723	94437357	62084395
244924598	40362506	244930993	40356165
678584463	398301672	678612389	398273768
263160643	39780319	263168472	39772519
604695185	205091877	604702046	205085042
588359848	62777751	588370408	62767191
31026748	88719447	31030172	88716025
680272742	143261677	680277150	143257271
481489804	169168676	481495467	169162969
36911480	13820008	36914467	13817019
974575366	160080222	974592747	160062780
512749073	384247473	512758502	384238052
974796674	159874293	974810508	159860519
135515403	216426633	135518526	216423512
603570252	72799417	603580379	72789227
476587773	255983611	476598469	255972908
264154561	38715252	264159356	38710445
883820150	405146321	883833177	405133302
489566471	44594378	489573694	44587150
590050778	211519648	590060476	211509942
444721537	42640418	444726026	42635936
935846601	190529533	935855303	190520801
266414804	64738074	266417534	64735338
596585414	258939050	596597943	258926496
604399268	71991901	604403175	71987977
239982408	60646654	239987435	60641629
26382702	113086290	26389034	113079968
244114062	41186006	244118099	41181951
973830085	70388249	973840743	70377573
209417450	79706942	209440021	79684293
589531014	70231167	589541565	70220613
476025245	30990366	476040534	30975064
26454690	113013085	26460528	113007273
489926898	305244308	489931036	305240177
974710282	159945581	974714355	159941518
587773063	70355989	587780827	70348229
879967740	209310142	879972281	209305608
882275497	148589475	882288457	148576502
264417474	38448700	264421752	38444460
879808959	149451069	879817527	149442500
595532948	102900373	595551985	102881389
33384211	109516253	33393489	109507025
474923927	32091202	474927679	32087439
318612400	38798424	318616762	38794076
987700431	100013983	987705770	100008662
596377408	102033131	596391793	102018817
973271762	127155863	973279621	127148005
583616707	22695958	583626171	22686499
583843543	22453586	583849094	22448036
31219164	88493822	31222671	88490320
236931043	110700411	236943290	110688157
474854287	32161568	474867637	32148235
882445187	148405380	882468612	148382004
383128480	107814636	383138305	107804759
805073555	232629789	805085211	232618125
267325637	63844477	267341742	63828350
264517355	38352893	264524844	38345376
97902212	404921284	97915518	404907956
481340269	169299340	481351072	169288613
236922734	110708691	236928387	110703045
244755658	40511603	244767667	40499599
19766469	182097124	19771882	182091729
383185284	107755329	383209502	107731191
24643054	114859719	24646063	114856698
591988036	127953691	592005804	127935883
243591393	41758962	243596124	41754192
250925298	138504043	250930805	138498539
915070005	69279325	915075468	69273862
489786798	159374777	489795286	159366269
583531013	22783783	583539452	22775342
239992701	60636864	240002523	60627004
241938368	58745704	241944452	58739627
925816329	101449290	925819641	101445992
729209324	167920370	729212492	167917196
27227487	112210265	27233545	112204173
605247276	195917346	605252255	195912336
598234434	20290787	598244496	20280715
23965930	115491237	23978476	115478698
23313418	116147144	23321153	116139446
209454567	79663518	209465602	79652464
804788185	480142273	804810405	480120065
881721906	212854693	881732301	212844299
822411463	202341244	822414579	202338114
975017279	142710393	975027058	142700642
882958534	143713837	882966240	143706153
714684510	312651826	714693216	312643026
209233558	79884663	209242808	79875413
243657260	41689400	243661327	41685307
480317937	130721256	480322760	130716406
94197231	62325494	94204042	62318671
681248356	224659299	681254029	224653614
242586775	29845730	242595520	29836976
33090334	390019591	33104298	390005596
591940745	164879665	591949630	164870752
201462554	171030473	201467944	171025064
883770961	10130832	883813675	10088097
19251703	182629180	19258205	182622673
37846822	13602159	37854082	13594897
993393862	96184352	993403265	96174966
858457156	198821412	858468988	198809589
882602252	227120824	882610991	227112085
973716465	150283861	973737633	150262693
592920839	232194987	592931940	232183884
479805868	131230449	479814829	131221489
604360689	72022747	604370399	72013049
182877230	234714739	182880604	234711360
31151494	88556115	31156317	88551288
583499709	22800749	583511388	22789072
596011574	102412236	596024237	102399545
583164307	82898542	583176065	82886781
481454201	169205981	481459433	169200722
25790335	113699597	25814009	113675939
264057360	38844793	264063636	38838510
244475645	40796235	244483940	40787922
974872836	246444535	974876781	246440605
489619155	159534205	489639749	159513602
481436952	169223254	481440472	169219720
264436244	38427514	264444827	38418928
592722360	197951741	592730272	197943831
784123343	231450885	784151142	231423006
244107418	41199503	244110460	41196448
225525023	103581895	225534051	103572862
925920192	101355807	925923808	101352204
457744825	260255481	457750825	260249478
27406867	112039862	27409722	112037002
475302144	31712787	475308200	31706731
885045473	141809353	885050715	141804120
43309669	496362452	43318669	496353461
729974057	332449004	729988372	332434672
581165897	278729855	581172543	278723198
604038795	72372622	604042011	72369420
604045269	72364930	604051616	72358553
993393389	281137062	993403265	281127216
837365589	415288286	837378544	415275352
993393429	219780398	993404245	219769611
31091411	88637689	31096114	88632981
243717397	41603676	243725319	41595749
804800279	238518972	804810733	238508515
883196983	93424803	883203742	93418044
478963999	132018248	478967231	132015013
587221448	222059576	587237353	222043677
39503539	11420358	39510520	11413379
879252586	230424349	879257867	230419057
604641691	420811946	604646609	420807026
242048415	30347874	242064248	30332079
931611200	161209831	931618333	161202699
185519136	1298164	185525899	1291388
264133015	38741132	264145508	38728678
258625697	69039742	258639023	69026398
934704342	225609800	934710771	225603343
489688508	204570531	489706379	204552652
588800687	173674549	588817573	173657666
680450858	143070119	680467741	143053233
29832532	90067128	29843447	90056230
351768134	371178769	351780815	371166085
608647094	323144032	608659082	323132056
82986639	200653540	82995376	200644794
244588188	40681653	244592880	40676954
480089512	130946259	480093061	130942701
925701226	101565702	925705283	101561632
596052102	102371839	596056103	102367853
974827887	315106757	974832588	315102048
805141490	273628265	805149271	273620483
595587505	102848614	595595488	102840633
702283319	156583122	702289739	156576712
934704342	290919269	934710771	290912812
243231160	42119846	243248623	42102310
604876506	288607614	604883948	288600156
489692497	159461514	489706379	159447639
42109041	382373571	42113358	382369254
247344434	309582984	247348802	309578595
262249125	44948937	262251935	44946126
588017081	80534646	588030062	80521687
804801298	252595672	804810733	252586239
973277534	277292810	973299707	277270635
264507984	38364048	264512455	38359577
804800279	252530837	804810733	252520375
481307908	169326123	481319593	169314447
936518471	106356679	936533956	106341179
241079293	59625402	241092510	59612194
973353204	70838981	973361029	70831166
680342790	143191537	680351856	143182497
27222637	112214542	27226906	112210263
973658291	164409861	973668072	164400065
679862442	136499335	679874227	136487529
679862442	10936885	679874227	10925079
481462545	169193601	481473630	169182580
444971919	42383123	444977455	42377603
857775565	22043637	857784470	22034732
933722198	271108978	933725983	271105182
588537428	173928394	588550945	173914879
680218914	143316529	680233004	143302431
915075476	221053053	915082642	221045901
33175257	217222240	33192116	217205336
858872754	198432357	858878967	198426135
27330074	112122335	27355277	112097185
603666363	72701199	603677843	72689735
596176201	102225849	596189187	102212856
265233090	65937327	265236876	65933517
596602174	258924087	596608260	258918026
805073555	251947012	805083804	251936760
884202582	225874229	884220214	225856601
351768134	473572937	351781261	473559807
583108139	414176918	583124679	414160380
478772661	132203215	478782427	132193441
475719389	31294238	475728916	31284677
980027914	273876554	980038712	273865736
478782928	132192817	478794692	132181037
590662328	126992911	590679334	126975909
82782275	200842322	82797005	200827624
264481895	38384526	264496860	38369484
264893932	66301205	264901569	66293548
604638508	321203496	604641678	321200335
604638508	393648296	604641678	393645135
604638508	420817409	604641678	420814248
498880051	322807079	498890826	322796388
597439742	21090477	597446909	21083344
603852039	72517014	603864085	72505008
590688501	126969012	590694953	126962562
925894786	101378043	925899449	101373387
192582121	136673952	192586263	136669802
604823799	204990729	604828164	204986363
266463102	64687863	266467305	64683632
184615152	2197920	184625028	2188059
265510597	65646556	265514517	65642615
588326624	80274997	588335245	80266365
925516888	101760216	925528841	101748265
933722198	210928361	933725983	210924565
933722198	291585718	933725983	291581922
27004481	112445965	27013087	112437366
184953847	1863161	184964634	1852460
680185343	143345158	680193971	143336520
680309039	143223922	680314984	143217973
934772622	211982156	934776273	211978512
596553652	101847108	596559813	101840937
251372936	168482167	251379660	168475374
993393487	300961451	993403265	300951705
993302178	183316651	993311714	183307096
858710755	198581628	858717636	198574747
606356775	172662411	606366063	172653097
937227264	186221180	937245839	186202607
242807763	29614055	242810385	29611433
589846682	156781898	589851493	156777092
25578125	113936545	25584070	113930657
31979188	87748320	31992015	87735506
31018140	88728900	31023463	88723570
